Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
2,4,8,6,N,A,Y,B,B,D,8,B,B,15,1,A,B,N,46,8,Y,3,B,2,40,1,16,2,Y,N,C,3,1
1,8,12,4,N,K,N,B,B,E,8,H,B,10,1,A,K,N,96,19,N,14,A,2,40,1,19,3,Y,N,E,4,10
4,10,6,4,G,A,N,B,B,D,8,L,B,20,1,C,I,N,64,12,N,11,A,2,25,1,17,5,Y,N,E,2,6
8,19,15,5,B,H,Y,B,C,B,8,B,B,10,1,A,B,N,100,12,N,15,B,2,28,1,10,6,N,N,A,4,1
4,6,12,1,N,B,N,D,B,B,12,B,B,20,3,A,A,N,58,13,N,3,A,1,40,1,1,4,Y,N,E,1,1
6,6,13,4,B,K,Y,B,B,E,8,H,B,15,1,A,L,N,61,8,Y,6,A,2,22,1,19,7,N,N,A,3,2
8,3,4,2,N,H,N,B,B,F,8,H,B,15,1,C,K,N,76,12,Y,1,B,2,40,1,10,4,N,N,A,2,1
1,6,2,1,B,B,N,B,B,D,2,B,B,20,1,A,B,N,33,9,Y,6,B,2,40,1,11,7,Y,N,D,3,1
2,5,4,3,C,A,Y,B,B,D,7,B,B,15,1,N,B,N,17,9,Y,3,B,2,22,1,19,2,N,N,A,3,1
6,4,12,2,N,H,Y,B,B,D,3,B,B,15,1,A,B,N,44,8,Y,18,A,2,31,1,14,7,Y,N,E,2,3
6,16,6,4,N,K,N,B,B,E,3,J,B,15,2,A,M,N,56,8,N,10,A,2,25,1,19,3,Y,N,E,3,3
1,8,18,3,E,K,N,B,B,G,7,J,B,10,1,A,M,N,70,16,N,16,A,1,34,1,1,6,Y,N,E,1,2
1,7,17,2,B,I,Y,B,B,E,8,J,B,10,1,A,K,N,85,8,N,13,A,2,31,1,13,7,Y,N,E,2,11
7,10,7,3,G,K,N,B,B,E,12,H,B,5,1,A,K,N,36,14,Y,13,A,2,40,1,18,7,Y,N,E,2,1
4,6,8,6,B,K,Y,B,B,E,8,M,A,10,1,A,K,N,68,9,Y,15,A,3,40,1,18,4,Y,N,E,3,5
1,7,11,4,B,A,N,A,B,D,12,B,B,10,1,A,B,N,87,9,N,14,A,2,34,1,16,6,Y,N,C,2,9
10,1,19,4,C,A,N,B,B,D,3,B,B,15,1,A,B,N,33,10,N,9,B,1,22,1,21,2,N,N,E,2,1
1,12,3,1,W,C,Y,B,B,D,8,L,B,5,3,A,I,N,48,13,Y,18,A,1,34,1,5,7,N,N,C,1,5
5,11,21,3,N,H,N,B,B,E,7,J,B,10,1,A,M,N,69,18,N,6,B,2,40,1,16,6,N,N,A,2,1
4,17,1,1,N,A,N,B,B,D,8,B,B,20,2,A,I,N,42,6,N,7,B,2,34,1,12,2,N,N,A,3,1
1,4,8,6,N,A,Y,B,B,D,12,B,B,10,1,A,B,N,64,8,N,5,B,2,40,1,13,7,Y,N,E,2,1
5,11,12,3,N,K,N,B,B,E,3,H,B,20,1,A,K,Y,77,11,Y,12,A,2,37,1,19,5,Y,Y,E,3,3
5,8,22,1,N,C,N,B,B,B,12,L,B,5,1,A,A,N,69,11,N,5,A,2,34,1,9,6,Y,N,C,4,4
1,5,15,4,N,K,N,B,B,E,3,H,B,10,3,A,R,N,34,9,N,3,A,1,34,1,2,7,N,N,A,1,2
7,14,18,4,N,K,Y,B,B,E,12,H,B,15,1,A,R,Y,76,14,N,11,A,2,34,1,19,5,Y,Y,E,2,2
2,6,3,1,B,I,Y,B,B,F,7,H,B,20,3,A,K,N,57,9,N,6,A,2,40,1,19,7,Y,N,C,2,2
1,15,19,3,W,H,Y,B,D,D,12,B,B,20,1,A,B,N,45,13,Y,4,A,2,37,1,18,4,Y,N,D,2,3
1,16,6,4,N,A,N,D,B,D,12,B,B,15,2,A,A,Y,88,9,N,13,A,2,34,1,18,3,Y,Y,E,2,2
11,8,20,4,N,K,Y,B,B,E,8,H,C,15,1,A,J,N,95,14,N,14,A,2,40,1,23,7,Y,N,E,2,2
1,18,8,3,N,B,N,B,B,D,3,B,B,10,3,A,D,N,52,9,Y,3,A,1,31,1,8,6,Y,N,E,1,1
4,12,18,3,N,K,N,B,B,E,3,H,B,20,1,A,O,N,49,10,N,11,A,2,37,1,21,6,N,N,A,3,4
13,7,22,2,N,K,Y,B,B,E,2,M,B,10,1,A,R,N,81,12,N,6,A,1,34,1,15,4,Y,N,E,1,2
1,18,10,7,N,C,N,B,B,D,7,B,B,15,1,A,I,N,52,11,N,3,D,2,37,1,1,4,N,N,A,2,2
10,15,18,2,N,K,Y,B,B,E,8,I,B,20,1,A,P,N,49,11,N,8,A,1,37,1,18,1,N,N,E,1,2
2,8,10,1,B,H,Y,B,B,D,3,B,B,15,3,A,B,N,83,12,N,14,A,3,28,1,1,7,Y,N,E,4,7
1,3,3,2,S,B,N,B,D,B,2,A,B,15,3,N,D,N,56,30,N,4,B,1,28,1,17,4,Y,N,D,1,1
3,6,7,1,B,I,N,B,B,E,7,J,B,20,2,A,M,Y,90,7,Y,7,A,2,34,1,24,4,Y,Y,E,4,1
3,7,5,3,B,I,Y,B,B,E,3,H,B,10,3,A,R,N,44,8,N,4,A,1,37,1,17,7,N,N,A,2,3
13,12,12,3,N,K,Y,C,B,F,7,J,C,15,1,A,K,Y,96,18,N,14,A,2,28,1,19,6,N,Y,E,3,7
4,5,18,5,N,K,Y,B,B,E,12,H,D,10,1,A,K,N,47,7,N,13,C,2,34,1,24,5,Y,N,D,2,1
2,5,16,3,B,I,N,B,B,F,8,H,B,15,1,A,R,Y,94,8,N,19,A,2,22,1,18,5,Y,Y,C,6,2
1,12,21,5,E,C,N,A,B,D,12,L,B,10,1,A,I,N,54,18,N,15,A,2,25,1,25,3,Y,N,E,2,4
7,4,16,4,B,C,Y,B,B,D,3,B,B,20,1,A,B,N,81,11,Y,17,A,2,37,1,10,4,Y,N,C,2,11
4,15,19,2,N,H,Y,B,B,F,12,H,B,15,3,A,R,N,53,18,N,3,B,2,37,1,16,7,Y,N,E,2,1
9,5,3,2,S,I,N,B,B,E,3,J,B,5,2,A,R,N,56,10,Y,6,A,2,40,1,12,5,N,N,E,2,2
2,15,9,1,N,K,N,B,B,E,8,H,B,15,3,A,R,N,36,16,N,11,A,5,34,1,9,4,N,N,A,5,2
4,7,11,3,E,K,N,B,B,E,3,H,B,15,1,A,K,N,46,9,N,9,A,4,25,1,16,5,N,N,C,6,4
1,12,21,3,W,I,N,B,B,E,2,H,B,10,1,A,R,N,52,16,Y,2,A,2,40,1,3,2,Y,N,E,2,1
1,3,4,3,N,B,Y,B,B,D,2,B,B,10,1,A,B,Y,80,7,N,5,A,1,31,1,12,5,Y,Y,D,3,3
4,2,19,5,C,B,N,B,B,B,12,B,B,5,3,A,E,Y,92,13,Y,16,C,1,37,1,11,4,Y,Y,C,1,5
1,7,17,2,B,A,Y,B,B,D,12,B,B,20,3,A,I,N,40,7,Y,13,A,2,34,1,2,3,Y,N,E,2,3
1,1,15,2,C,A,Y,B,B,D,2,B,B,10,4,N,C,N,22,10,N,12,A,1,28,1,21,1,N,N,E,5,1
1,10,13,5,G,C,N,B,C,D,3,L,B,15,1,C,I,N,82,16,Y,10,C,2,34,1,14,3,Y,N,E,2,1
3,5,10,4,N,A,N,D,B,D,8,B,D,15,2,A,B,Y,55,6,N,6,A,2,37,1,19,5,Y,Y,C,4,3
1,3,7,1,N,C,Y,B,B,D,2,L,B,10,1,A,D,N,46,21,N,4,B,2,25,1,10,3,N,N,A,2,1
7,5,18,3,S,K,Y,B,B,E,8,H,B,20,3,A,R,Y,81,10,N,5,C,1,37,2,1,5,Y,Y,E,1,1
1,5,5,3,C,K,Y,B,B,E,3,H,B,20,1,N,R,Y,91,8,N,8,A,2,31,1,5,3,Y,Y,E,2,1
7,3,19,7,B,B,Y,B,B,B,7,L,B,10,1,A,I,N,93,11,N,15,A,1,37,1,13,5,Y,N,C,1,6
2,15,8,6,B,A,N,B,B,D,8,B,B,10,3,A,G,N,48,17,N,10,A,2,34,1,17,6,N,N,A,5,6
4,15,22,5,N,H,Y,B,B,E,8,H,B,10,3,A,K,N,40,16,N,11,B,2,37,1,8,6,N,N,A,2,1
6,12,17,5,W,H,Y,B,B,D,3,L,B,10,1,A,I,N,78,15,N,10,B,1,34,1,8,3,Y,N,E,1,1
3,16,19,3,N,K,Y,B,B,E,3,J,B,10,1,A,R,N,54,5,Y,11,A,2,37,1,10,5,Y,N,D,2,3
4,3,7,1,N,A,N,D,B,D,8,L,B,15,1,A,E,Y,86,15,N,15,C,2,28,1,18,6,Y,Y,E,2,1
1,8,23,4,N,K,N,B,B,E,12,J,B,10,1,A,N,N,74,18,N,12,A,1,40,1,1,4,Y,N,D,1,3
4,8,7,2,W,C,N,B,B,D,12,B,B,10,1,A,E,N,21,19,N,6,B,2,28,1,16,5,N,N,A,4,1
5,6,17,1,B,A,N,B,B,D,3,B,B,20,1,A,B,Y,91,10,Y,11,A,2,37,1,20,6,N,Y,E,3,6
3,16,2,1,B,I,Y,B,B,E,3,H,B,20,3,A,R,N,49,7,Y,12,A,1,34,1,18,6,N,N,A,1,3
1,13,16,6,N,A,N,B,B,D,8,L,B,15,1,A,I,N,38,9,N,5,B,2,40,1,18,3,Y,N,E,2,1
1,8,23,4,N,C,N,B,B,D,12,B,B,10,1,A,E,N,18,17,N,3,A,2,37,1,10,7,N,N,A,4,1
1,14,1,1,N,C,Y,B,B,D,3,B,B,20,4,A,I,N,4,12,N,10,A,1,40,1,14,3,Y,N,E,1,1
5,9,5,4,N,B,Y,B,C,D,3,B,B,20,1,A,I,N,57,8,N,13,A,2,28,1,13,6,Y,N,D,2,4
1,10,22,1,H,C,Y,B,D,D,8,L,B,15,1,A,I,N,76,18,N,8,B,2,37,1,9,6,Y,N,E,2,1
5,10,19,2,N,C,N,B,B,D,8,L,B,15,3,A,I,N,6,12,Y,2,B,2,34,1,13,6,N,N,C,2,1
1,5,11,7,W,I,N,B,B,F,12,H,B,10,1,A,R,N,96,6,N,16,A,2,28,1,14,3,Y,N,C,2,8
7,3,1,1,C,H,N,B,B,E,7,H,C,15,1,A,R,N,14,12,Y,6,B,2,22,1,18,2,N,N,A,3,1
2,16,7,5,B,K,N,B,D,E,7,H,B,10,1,A,K,Y,51,7,Y,9,C,2,34,1,17,7,Y,Y,E,2,5
3,6,9,6,B,A,Y,B,B,D,12,B,B,20,1,A,B,Y,99,8,Y,9,A,2,40,1,18,4,Y,Y,E,2,3
11,4,10,7,C,H,N,B,B,F,8,J,B,10,1,A,R,N,51,7,N,13,B,2,22,1,5,5,N,N,A,2,1
7,5,3,2,C,A,Y,B,B,D,7,B,B,15,1,A,I,N,55,12,N,6,B,1,31,1,5,3,N,N,A,4,1
1,3,11,1,W,I,N,B,B,E,3,H,B,20,1,A,R,N,95,8,Y,15,A,1,22,1,22,4,N,N,D,1,2
4,9,17,7,B,H,Y,B,B,D,2,B,B,20,1,A,B,N,97,14,N,17,A,2,37,1,13,6,Y,N,C,2,9
5,1,19,1,N,B,Y,B,B,D,8,L,B,20,1,A,I,N,42,21,Y,5,A,2,22,1,21,7,Y,N,D,3,1
1,19,12,2,N,H,N,B,B,E,2,J,B,20,1,A,R,N,54,9,N,14,B,1,40,1,4,6,N,N,A,1,1
4,11,2,1,N,K,Y,B,B,E,12,H,B,5,1,A,R,N,46,20,Y,6,A,2,25,1,17,5,Y,N,C,4,3
10,15,9,6,B,K,Y,B,B,E,7,N,C,10,1,A,J,N,53,19,N,16,A,2,22,1,9,6,Y,N,E,2,7
5,11,15,5,W,I,Y,B,B,E,7,H,B,10,1,A,J,Y,41,11,N,16,A,2,37,1,17,7,Y,Y,E,2,1
7,9,17,1,B,K,Y,B,B,F,8,J,B,20,1,A,K,N,47,12,N,9,A,2,40,1,16,4,N,N,A,4,6
1,5,6,4,C,A,N,B,B,D,12,B,B,20,3,N,B,Y,88,6,N,14,A,2,22,1,1,7,Y,Y,C,2,5
7,10,22,2,N,H,Y,B,B,E,3,J,B,15,1,A,R,N,15,15,Y,15,B,2,34,1,6,7,N,N,E,3,1
10,2,23,2,N,A,N,B,B,B,12,F,C,5,1,A,I,N,44,17,Y,13,A,1,37,1,22,7,Y,N,E,4,4
2,6,15,5,N,A,Y,B,D,D,12,B,B,15,3,A,B,N,88,11,Y,12,A,4,31,1,18,5,N,N,A,4,9
1,6,18,1,B,A,N,B,B,D,8,B,B,20,1,A,B,N,88,9,Y,21,A,2,31,1,21,7,Y,N,E,2,5
1,18,3,1,N,B,N,B,B,D,8,B,B,10,1,A,I,N,24,9,N,7,A,2,40,1,18,3,N,N,A,4,3
7,5,18,2,E,K,Y,B,B,E,7,H,B,10,1,A,K,N,70,8,N,15,A,2,22,1,2,5,Y,N,E,2,5
1,6,6,4,B,A,N,B,B,B,8,B,B,5,2,A,B,Y,58,7,N,5,A,4,34,1,22,6,Y,Y,E,4,3
1,19,19,4,B,K,Y,B,B,E,8,H,B,10,1,A,R,Y,58,20,Y,15,A,2,34,1,22,6,Y,Y,E,3,4
8,16,11,8,B,I,N,B,B,F,3,N,B,10,1,A,K,N,62,9,Y,11,A,2,37,1,22,6,N,N,A,2,4
1,17,4,3,N,A,N,B,B,D,7,B,B,15,1,A,B,Y,97,8,N,6,A,2,40,1,5,6,N,Y,A,5,3
10,4,12,5,N,A,Y,B,B,D,8,B,B,15,1,A,B,N,47,6,N,14,A,1,40,1,10,7,N,N,A,1,5
2,4,9,6,G,C,Y,B,C,D,3,B,B,10,3,A,I,N,91,11,Y,17,A,2,37,1,19,6,N,N,C,2,6
5,19,21,3,E,H,Y,B,B,D,3,L,B,15,3,A,E,N,71,28,N,5,B,2,40,1,2,1,N,N,A,3,1
8,17,16,4,B,C,N,B,B,D,2,B,B,15,3,A,H,N,51,11,N,4,A,1,22,1,1,7,N,N,A,2,2
4,18,14,5,B,A,N,B,C,D,3,B,B,10,1,A,I,N,99,7,N,17,A,2,31,1,17,5,Y,N,D,2,4
19,19,5,1,B,K,N,B,B,E,3,H,B,20,1,A,R,N,72,9,N,14,C,1,28,1,1,4,N,N,D,1,1
6,5,5,2,B,I,N,B,B,E,7,H,B,10,1,A,R,N,43,9,Y,3,A,1,25,1,18,6,Y,N,E,1,1
4,13,11,4,N,K,N,B,B,E,3,I,B,15,1,A,Q,N,66,22,Y,16,A,2,22,2,12,6,N,N,E,2,4
8,10,21,1,N,C,N,B,B,D,8,L,B,5,2,A,B,N,35,22,Y,7,A,2,31,1,13,6,Y,N,E,2,3
1,16,12,1,N,K,Y,D,B,E,8,H,B,15,1,A,R,N,27,7,N,13,A,2,40,1,10,4,N,N,E,2,9
1,6,1,1,G,H,Y,B,C,E,7,H,B,20,1,C,M,N,92,9,N,13,D,2,40,1,8,6,Y,N,E,2,1
4,8,18,4,N,H,N,B,B,D,3,B,B,10,1,A,D,N,81,13,Y,7,C,2,28,1,17,7,Y,N,E,2,1
2,9,17,2,B,H,N,B,B,E,7,H,B,15,1,A,R,N,31,11,N,6,B,1,31,1,13,7,Y,N,E,1,1
1,1,9,2,C,A,N,B,B,D,8,B,B,10,1,A,B,N,28,14,Y,17,B,3,31,1,21,5,N,N,E,2,4
4,7,10,7,B,A,Y,B,B,D,2,B,B,20,3,A,G,N,85,8,Y,12,A,4,22,1,1,4,Y,N,E,4,9
3,5,6,4,B,A,N,B,B,D,7,B,B,20,1,A,I,N,31,7,N,10,A,2,40,1,8,3,Y,N,E,2,1
1,12,19,3,B,C,Y,B,B,D,12,A,B,10,1,A,B,N,41,23,N,10,A,2,31,1,1,3,N,N,A,6,5
1,2,18,4,C,H,N,B,B,E,12,H,B,10,1,D,K,N,51,11,N,4,B,2,40,1,7,3,Y,N,E,2,1
11,8,22,2,N,H,Y,B,B,E,3,H,B,15,1,A,N,N,21,19,Y,2,B,2,31,1,8,6,N,N,A,2,1
2,2,20,7,W,A,N,B,B,D,2,L,B,10,1,A,I,N,49,10,N,3,B,2,28,1,4,6,Y,N,E,2,1
9,11,10,2,N,K,N,B,B,E,3,H,B,10,2,A,K,N,40,22,N,6,A,1,40,1,17,6,Y,N,C,4,3
1,14,7,3,E,H,N,D,B,D,12,B,B,20,3,D,I,N,84,17,N,6,A,2,28,1,17,7,Y,N,E,2,3
3,8,15,2,N,H,Y,B,B,D,3,A,B,5,1,A,B,N,55,17,N,13,A,2,37,1,18,7,Y,N,E,2,11
3,9,18,2,N,K,Y,B,B,E,7,H,B,10,1,A,O,N,73,17,N,7,A,2,31,1,17,3,N,N,A,4,2
1,5,3,2,B,I,N,B,B,E,12,H,B,20,1,A,R,N,36,8,N,3,A,1,34,1,4,1,Y,N,E,1,2
1,2,3,2,N,A,N,B,B,B,7,L,B,15,1,A,B,Y,88,12,N,5,A,2,31,1,1,1,Y,N,E,3,2
8,4,21,1,E,K,N,B,B,E,12,M,B,5,2,A,N,Y,85,13,N,17,A,3,34,1,20,7,Y,Y,E,3,1
4,8,17,3,B,C,N,B,B,D,12,B,B,15,1,A,B,N,99,13,N,16,A,2,25,1,22,6,Y,N,C,2,11
4,6,14,2,B,A,N,B,B,D,8,B,B,15,3,A,B,N,46,11,N,8,A,1,28,1,19,2,Y,N,E,1,1
22,16,15,1,B,B,Y,B,B,D,8,B,B,10,1,A,I,N,41,10,N,16,A,2,25,1,21,7,Y,N,E,2,3
6,10,6,4,N,C,Y,B,B,D,8,L,B,20,1,A,I,N,54,12,Y,6,B,2,40,2,17,3,Y,N,E,4,1
2,4,8,5,N,A,N,B,A,D,12,B,B,15,2,A,B,N,95,8,N,9,A,2,34,1,17,7,Y,N,C,4,6
4,3,11,6,G,B,N,B,B,D,2,L,B,10,1,A,I,N,34,14,Y,10,B,2,31,1,18,4,Y,N,D,2,1
3,16,15,2,B,K,N,B,B,E,3,H,B,20,2,A,K,N,60,6,Y,15,A,2,37,1,19,3,Y,N,E,2,6
6,3,11,2,N,K,N,B,B,E,3,I,B,10,1,A,R,N,72,16,N,18,A,1,25,2,13,7,Y,N,E,1,6
1,5,6,4,B,K,N,B,B,E,12,H,D,20,3,A,R,Y,53,8,N,7,A,2,40,1,12,7,Y,Y,E,2,4
13,10,21,3,N,H,N,B,B,E,12,H,B,15,1,A,K,N,31,14,N,3,B,2,34,1,1,6,Y,N,D,2,1
3,1,19,1,C,A,Y,B,B,D,12,E,B,10,1,A,B,N,32,11,Y,18,C,2,31,1,21,3,N,N,E,2,1
4,17,19,1,N,B,Y,B,B,D,12,B,B,15,3,C,I,N,67,12,Y,17,A,1,31,1,17,6,N,N,A,1,12
5,6,13,1,B,A,N,B,B,D,12,B,B,10,3,A,B,N,62,9,Y,16,A,2,25,1,11,3,Y,N,E,2,10
1,17,3,2,N,B,N,B,B,D,8,B,B,10,3,A,B,N,52,7,Y,8,A,5,22,1,22,6,Y,N,E,5,1
7,5,17,2,E,K,N,B,D,E,3,I,B,20,1,A,J,N,43,10,Y,14,A,2,40,1,5,4,N,N,A,3,4
1,8,4,3,N,H,Y,B,B,B,3,B,B,10,1,A,B,N,48,23,N,10,C,3,28,1,24,3,Y,N,E,5,1
1,5,19,3,N,A,N,B,B,D,7,L,B,10,0,A,E,Y,72,8,Y,14,C,1,34,1,18,6,Y,Y,E,1,1
4,5,3,1,B,H,N,B,B,E,12,H,B,15,1,A,R,N,91,11,N,16,B,1,22,1,16,1,Y,N,E,1,1
7,9,13,6,N,H,N,B,B,E,2,J,B,10,1,A,R,N,30,10,N,6,B,2,34,1,12,6,N,N,A,5,1
4,13,22,5,B,C,Y,B,B,D,7,L,B,10,1,A,E,N,81,11,N,18,A,2,37,1,6,4,Y,N,D,2,4
2,5,6,4,C,A,N,B,B,D,7,E,B,5,1,A,B,N,41,9,Y,12,A,1,37,1,6,5,Y,N,C,1,2
20,8,15,1,N,K,N,B,B,E,8,H,B,10,1,A,R,N,45,11,N,11,A,4,40,1,22,1,Y,N,E,4,8
5,8,20,2,N,C,Y,B,B,D,3,B,C,20,1,A,E,N,84,13,N,9,C,2,25,1,1,7,Y,N,E,3,1
6,7,9,6,E,K,N,B,B,E,3,J,B,15,3,A,K,N,72,9,N,16,A,2,25,1,8,7,Y,N,D,2,6
1,18,11,1,G,K,N,B,B,E,3,H,B,15,1,A,R,N,79,16,N,12,C,2,34,1,16,6,Y,N,D,2,1
4,6,12,1,N,K,Y,B,B,E,12,J,B,15,3,A,J,Y,100,8,N,20,A,2,31,1,1,5,Y,Y,E,2,9
1,19,17,1,B,H,N,B,B,D,3,B,B,15,3,A,E,Y,94,23,Y,17,A,1,25,1,16,7,Y,Y,E,1,11
3,10,7,2,N,C,N,B,B,D,12,L,C,10,1,A,I,Y,57,7,N,6,A,2,40,1,4,5,Y,Y,E,2,2
5,2,15,5,W,I,N,B,B,E,7,H,B,5,1,A,R,N,84,20,N,7,A,2,37,1,2,7,Y,N,E,2,3
14,1,17,3,C,A,Y,B,C,D,8,L,B,10,1,A,D,N,18,17,N,5,D,2,40,1,20,4,N,N,B,2,10
5,16,7,1,N,K,N,B,B,E,8,H,B,20,3,C,K,N,52,10,N,6,A,1,28,1,5,7,Y,N,E,1,1
1,11,6,4,N,B,Y,B,B,D,12,B,B,10,1,A,B,N,35,13,Y,5,C,1,37,1,16,5,Y,N,E,1,1
4,9,1,1,W,C,N,B,B,D,7,L,B,10,1,A,E,N,55,16,N,5,B,2,31,1,12,6,Y,N,E,2,1
2,19,7,2,N,K,N,B,B,E,8,H,B,20,1,A,R,N,61,18,Y,6,A,2,40,1,17,7,Y,N,E,4,1
4,18,19,1,B,I,Y,B,B,F,8,H,B,20,1,A,R,N,64,10,N,17,A,6,25,1,13,7,Y,N,C,2,11
1,9,20,4,E,K,N,B,B,E,8,I,B,15,0,A,K,N,95,16,Y,17,A,2,22,1,1,6,N,N,A,2,11
1,8,9,2,B,H,N,B,B,E,3,H,B,20,1,A,K,N,21,15,N,5,B,2,28,1,11,7,N,N,A,2,1
4,2,17,1,C,A,N,B,D,D,7,B,B,20,2,A,A,N,59,12,N,11,A,2,34,1,25,6,Y,N,E,2,4
4,19,19,2,W,I,N,B,B,E,8,I,A,15,1,C,L,N,26,11,Y,7,A,2,34,1,1,6,Y,N,E,5,4
1,19,10,2,N,A,Y,B,B,D,12,B,D,20,1,A,A,Y,57,12,N,9,A,1,25,1,17,7,Y,Y,E,2,5
1,5,10,7,C,K,N,B,B,F,8,J,B,10,1,N,N,Y,78,8,N,9,A,2,25,1,13,5,N,N,A,4,7
1,7,17,2,H,H,Y,B,B,E,3,H,B,15,1,A,M,N,22,6,N,12,B,2,25,1,14,4,N,N,A,5,1
1,19,18,1,N,C,Y,B,B,D,12,B,B,15,1,A,D,N,94,15,N,18,E,2,34,1,1,1,Y,N,C,2,11
1,17,15,1,N,K,N,B,B,E,2,H,B,20,1,A,R,N,54,6,N,15,A,1,31,1,19,4,N,N,A,1,11
1,2,7,5,C,A,N,B,B,D,12,B,D,10,1,N,B,Y,95,9,N,10,A,2,37,1,16,5,Y,Y,E,2,1
4,7,7,5,N,A,N,B,B,D,8,B,B,15,1,A,A,N,59,7,N,14,A,2,34,1,1,4,N,N,A,3,5
9,15,8,1,E,H,N,C,B,D,7,B,A,15,1,A,A,N,73,19,N,12,A,3,31,1,4,3,Y,N,E,4,6
4,6,18,3,B,I,Y,B,B,F,12,H,B,15,1,C,K,Y,85,7,N,9,A,2,28,1,1,2,Y,Y,E,2,4
1,2,18,6,C,K,N,B,B,E,8,J,B,20,2,A,K,N,58,12,N,11,A,3,28,1,25,6,Y,N,E,1,1
2,13,18,4,N,C,Y,D,B,D,12,L,B,10,2,A,A,N,46,11,N,2,B,2,22,1,7,4,Y,N,E,2,1
4,8,7,1,W,C,Y,B,B,D,8,B,B,10,1,A,I,N,61,19,N,4,A,2,28,1,2,5,N,N,A,3,3
1,18,5,3,N,K,Y,B,A,E,12,H,B,10,3,A,L,N,41,8,Y,5,A,2,40,1,19,7,Y,N,E,3,1
1,18,16,4,N,A,N,B,B,D,2,B,B,20,3,A,I,N,56,7,N,14,A,1,40,1,3,6,Y,N,E,1,9
1,1,7,5,C,A,N,B,B,D,3,F,B,10,2,N,I,N,91,15,N,12,B,1,34,1,6,4,N,N,E,1,1
4,15,5,3,E,C,Y,B,B,D,3,B,B,15,2,A,I,N,55,20,Y,6,B,2,37,1,7,7,N,N,A,2,1
2,5,14,5,B,I,N,B,A,E,3,H,B,20,3,A,K,N,31,7,Y,10,A,2,40,1,18,6,Y,N,E,2,3
4,9,19,5,B,H,N,B,B,D,3,B,B,10,3,A,E,N,97,14,N,17,A,1,37,1,20,3,N,N,A,1,6
10,9,23,4,N,K,Y,B,B,F,12,H,D,15,1,A,R,N,62,15,N,15,A,1,40,1,21,6,N,N,A,1,10
2,4,10,5,S,A,Y,B,B,D,8,B,B,10,2,A,B,N,76,9,N,15,B,2,37,1,25,4,Y,N,E,2,8
4,1,19,3,C,A,N,B,B,B,8,L,B,15,1,A,A,N,17,24,N,6,A,1,40,1,20,3,N,N,B,2,10
11,8,17,4,W,I,N,B,B,E,8,H,B,10,2,A,N,N,35,13,N,11,A,2,40,1,15,2,Y,N,D,2,7
8,18,8,4,N,B,Y,B,B,D,8,B,B,10,1,A,D,N,17,7,N,5,A,2,22,1,21,3,Y,N,B,4,3
5,12,18,1,W,H,Y,B,B,E,3,H,D,15,1,C,R,N,53,16,N,11,A,2,37,1,16,4,Y,N,E,2,7
11,16,18,1,B,H,Y,B,B,E,8,J,B,15,1,A,R,N,46,9,N,18,E,1,40,1,1,5,Y,N,C,1,8
11,6,17,6,E,B,Y,B,B,D,8,B,B,15,1,A,B,N,40,9,N,14,A,3,31,1,25,3,Y,N,C,4,3
1,15,18,6,N,K,Y,B,B,E,7,J,B,10,2,A,M,N,62,16,Y,17,A,2,40,1,17,6,N,N,A,2,5
2,9,5,4,N,K,N,B,B,E,8,H,B,20,1,A,K,N,89,17,N,12,A,2,40,1,16,6,Y,N,E,2,2
4,15,23,1,E,C,N,C,B,D,2,B,B,20,2,A,I,N,85,14,N,8,B,2,40,1,13,7,N,N,C,2,1
1,12,5,3,B,I,N,B,B,E,12,H,B,10,3,A,K,N,35,17,N,9,A,2,22,1,12,1,Y,N,E,2,2
1,1,18,2,S,A,Y,B,B,D,8,F,B,20,2,D,A,N,44,14,N,11,A,3,40,1,22,7,Y,N,E,4,3
4,17,5,4,N,H,Y,B,D,E,12,H,B,20,1,A,R,N,4,7,Y,5,B,2,28,1,5,5,N,N,A,3,1
2,7,12,2,B,K,N,B,B,E,3,H,B,10,1,A,R,Y,77,7,N,12,C,4,34,1,4,6,Y,Y,E,4,1
3,16,12,3,B,H,N,B,B,E,12,H,B,15,1,A,M,N,74,7,N,2,B,2,31,1,5,6,N,N,E,2,1
1,1,13,2,C,A,N,B,B,C,8,F,B,15,3,N,I,N,43,20,N,16,A,2,37,1,22,6,Y,N,D,2,1
5,7,17,5,B,A,N,B,B,D,3,B,B,15,1,A,B,N,38,8,N,5,B,2,34,1,11,7,N,N,A,2,1
1,4,4,3,N,A,Y,B,B,D,12,B,B,15,1,A,B,N,43,6,N,14,A,1,31,1,17,5,Y,N,C,1,3
6,15,7,4,E,C,N,C,B,D,12,B,B,20,1,A,E,N,58,12,N,3,B,2,40,1,4,2,N,N,A,2,1
15,10,16,3,N,H,Y,B,B,E,7,H,B,15,1,A,J,N,35,12,N,14,B,3,40,1,5,4,Y,N,E,3,1
